Sequence_ID	JMF-2002-2-0001A	JMF-2002-2-0002A	JMF-2002-2-0003A	JMF-2002-2-0004A	JMF-2002-2-0005A	JMF-2002-2-0006A	JMF-2002-2-0007A	JMF-2002-2-0008A	JMF-2002-2-0009A	JMF-2002-2-0010A	JMF-2002-2-0011A	JMF-2002-2-0012A	JMF-2002-2-0013A	JMF-2002-2-0014A	JMF-2002-2-0015A	JMF-2002-2-0016A	JMF-2002-2-0017A	JMF-2002-2-0018A	JMF-2002-2-0018B	JMF-2002-2-0019A	JMF-2002-2-0020A	JMF-2002-2-0021A	JMF-2002-2-0021B	JMF-2002-2-0022A	JMF-2002-2-0022B	JMF-2002-2-0023A	JMF-2002-2-0024A	JMF-2002-2-0025A	JMF-2002-2-0026A	JMF-2002-2-0027A	JMF-2002-2-0028A	JMF-2002-2-0029A	JMF-2002-2-0030A	JMF-2002-2-0031A
ASV_r3f_9yu	11	7	0	6	1	17	9	4	1	19	3	11	1	17	3	15	19	10	0	0	11	4	0	3	0	9	16	17	21	8	9	9	14	0
ASV_r5w_sls	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	4	0	0	0	0
ASV_r7b_65b	0	0	1	0	0	1	0	0	0	2	5	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ASV_r8e_iw7	3	1	0	2	2	1	0	0	0	5	0	1	2	13	9	4	3	0	0	0	0	3	0	0	0	1	0	18	1	6	2	4	5	0
ASV_r9f_rsd	0	7	0	2	0	1	25	2	3	2	1	1	1	6	2	15	3	2	0	0	6	3	0	0	0	0	8	4	27	1	12	0	1461	0
ASV_r9z_9gg	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	9	0	0	0	0	0	0
ASV_reh_mc2	0	0	6	0	0	0	0	0	7	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_rfo_edk	0	0	20	0	0	0	0	0	221	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_rhi_wzd	1	2	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
ASV_rhw_d6r	5	1	0	1	5	0	5	1	1	1	7	1	4	2	0	10	1	0	0	0	0	0	0	0	0	2	0	0	8	1	2	0	1	0
ASV_rj1_lz7	8	7	5	1	3	1	0	2	0	16	0	10	1	1	0	0	2	13	0	0	2	2	0	0	0	0	1	14	14	25	13	14	12	0
ASV_rjw_hvp	1	8	39	0	1	0	4	5	0	0	0	0	7	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	1	0
ASV_rng_04r	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0
ASV_rnu_8cn	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0
ASV_rq8_3cy	1	5	0	5	1	4	1	0	0	3	4	5	2	4	0	5	9	0	0	0	0	0	0	1	0	4	0	18	3	0	3	5	5	0
ASV_rqi_yem	0	0	0	3	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_rrj_4el	0	0	22	0	0	0	0	0	267	0	7	0	270	0	0	1	2	3	0	0	0	0	0	0	0	0	35	0	0	0	16	3	1	0
ASV_rsk_mny	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
ASV_rtq_907	0	0	1	0	0	0	1	0	31	0	1	3	4	0	0	0	1	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0
ASV_rug_jub	83	147	4	99	50	105	145	69	3	106	124	94	4	87	50	5	0	0	0	0	0	0	0	0	0	0	0	6	12	5	0	0	0	0
ASV_rzi_lcv	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	6	4	0	0	2	0
ASV_rzq_jhe	8	6	3	0	0	1	1	1	0	4	7	2	0	0	0	0	1	5	0	0	4	0	0	0	0	0	6	4	18	3	4	0	12	0
ASV_s0p_9sc	0	0	0	0	0	0	0	0	0	1	1	6	1	4	2	9	0	2	0	0	2	0	0	0	0	1	14	1	0	0	1	5	0	0
ASV_s1h_1ok	0	1	2	0	1	0	1	1	0	26	0	1	3	0	0	1	0	3	0	0	2	1	0	0	0	0	0	0	8	0	0	1	0	0
ASV_s53_pia	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
ASV_s7b_fct	0	0	0	21	0	0	0	0	6	0	9	0	6	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ASV_s7d_nq9	1	8	4	0	1	5	6	6	1	2	1	7	1	3	4	23	11	0	0	0	2	0	0	1	0	0	4	4	12	7	1	13	1	0
ASV_s9h_3d5	2	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0	0	2	0	0	0	0	0	0	0	0	0	11	2	0	5	0
ASV_sax_vmq	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0
ASV_scr_mj1	0	0	14	0	0	0	0	0	35	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_sex_4qr	7	14	9	20	8	6	11	15	1	12	23	21	3	27	17	28	12	2	0	8	6	11	0	1	0	18	2	15	16	10	6	4	9	0
ASV_skb_zns	2	3	0	7	7	1	1	2	0	8	0	3	0	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_skt_m0e	0	0	23	0	0	0	0	0	10	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ASV_smu_nev	0	7	0	1	0	0	0	8	0	2	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_sn2_h1u	0	9	2	1	3	1	0	0	1	3	1	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_sou_13c	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_spl_n1d	0	0	1	1	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_spm_szi	0	1	0	1	1	0	1	0	0	0	4	0	2	1	0	8	3	3	0	1	4	0	0	0	0	1	1	3	1	0	6	2	0	0
ASV_spr_jy6	2	5	2	8	4	0	0	5	1	13	6	9	0	6	3	2	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0
ASV_sqe_pb5	0	5	0	1	0	0	0	1	1	8	6	2	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	4	6	1	3	8	0
ASV_srv_kpd	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0
ASV_st7_txi	2	12	1	10	1	0	8	4	0	35	26	33	4	6	1	7	15	3	0	3	3	1	0	1	0	4	5	34	36	31	13	32	23	0
ASV_svj_ujg	12	1	0	0	0	2	0	0	1	4	3	2	1	3	4	4	14	11	0	0	2	3	0	0	0	8	4	14	13	1	8	13	11	0
ASV_swv_116	0	0	4	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0
ASV_sxc_6gh	0	0	6	0	0	0	0	0	19	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	1	0	0	0
ASV_sxg_wg4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0
ASV_sxx_cua	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_szh_bdu	6	5	1	7	3	6	4	2	3	24	10	12	9	1	13	25	12	0	0	3	9	1	15	1	6	22	0	18	12	6	5	15	11	0
ASV_t07_hmn	0	0	7	0	0	0	0	0	3	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ASV_t0f_0yx	2	16	0	7	0	1	3	3	3	3	1	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ASV_t1k_aso	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	2	0	0	21	0	0	0	0	0
ASV_t1p_hkh	12	17	2	38	7	169	101	18	13	25	121	191	38	1	15	195	1	5	0	0	0	0	0	0	0	0	4	0	3	22	1	3	4	0
ASV_t29_3nr	0	0	0	0	1	6	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV_t2o_ibr	0	0	70	1	0	0	0	0	81	0	0	0	192	0	6	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	2	0	0	0
ASV_t3d_6md	0	1	0	0	1	0	0	1	0	0	0	0	1	0	2	4	0	1	0	0	1	2	0	2	0	1	2	4	0	3	0	4	0	0
ASV_t4a_pf8	0	0	0	0	0	1	0	0	0	1	0	3	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	4	0	2	0
ASV_t4r_1cd	0	0	2	0	4	0	0	0	0	0	0	0	0	7	0	4	0	3	0	0	3	3	0	1	0	0	5	0	0	0	3	0	0	0
ASV_t9h_z9l	6	0	0	15	0	19	2	3	3	1	9	1	5	0	1	19	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0
ASV_taa_1zt	5	0	0	0	2	0	3	5	0	2	0	1	0	1	1	1	5	3	0	0	1	1	0	1	0	5	3	7	0	11	2	7	4	0
ASV_tb6_7oz	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	1	3	0	0	1	0
ASV_tc3_6kw	0	0	1	0	0	0	0	0	7	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
ASV_tc9_i7f	0	0	5	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_tes_7s5	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_tgi_wl2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
ASV_thu_i2v	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_tj3_uin	0	5	59	3	0	0	0	6	0	2	0	3	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	15	0	2	3	14	1	0
ASV_tk1_est	0	0	14	0	0	0	0	4	28	0	2	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ASV_tlw_jbn	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ASV_tmh_9r8	0	0	0	0	0	0	0	4	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ASV_tnz_8cx	905	648	1107	262	292	165	260	488	30	2208	794	754	136	181	302	248	120	32	20	248	399	21	14	67	196	532	542	1095	591	803	684	429	1205	5
ASV_to9_1py	1	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	3	5	2	0
ASV_tpp_n2i	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_tq5_nrw	0	0	0	0	0	1	0	1	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	7	2	4	2	4	0
ASV_tq7_wbc	0	0	248	15	0	13	0	4	1809	0	25	0	634	0	17	7	0	15	0	0	0	0	0	0	0	0	21	11	0	0	30	1	0	0
ASV_tqq_9pk	0	0	0	0	0	0	0	0	0	3	1	0	0	0	1	2	1	0	0	0	0	0	0	1	0	0	0	3	4	0	0	0	2	0
ASV_trt_b1q	0	2	1	0	0	0	0	0	0	3	2	0	1	0	0	0	5	1	0	2	0	4	0	0	0	1	2	0	6	1	7	5	14	0
ASV_tub_2n9	0	0	2	1	0	1	1	0	1	0	1	0	0	0	1	7	2	4	0	0	1	0	0	0	0	0	7	0	0	0	4	0	1	0
ASV_tw0_uhq	0	1	0	1	0	0	0	0	0	0	1	0	1	3	1	4	2	0	0	3	0	2	0	0	0	0	0	0	3	12	0	1	2	0
ASV_v35_8yf	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_vwi_bm7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0
ASV_xnn_hv9	6	13	0	4	4	3	19	18	2	16	11	15	2	4	0	0	18	8	0	0	5	6	0	1	0	0	2	11	14	40	12	8	17	0
ASV_yl2_f2e	1	0	0	1	0	0	0	2	4	7	0	0	1	0	0	13	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
