Sequence_ID	JMF-2002-2-0001A	JMF-2002-2-0002A	JMF-2002-2-0003A	JMF-2002-2-0004A	JMF-2002-2-0005A	JMF-2002-2-0006A	JMF-2002-2-0007A	JMF-2002-2-0008A	JMF-2002-2-0009A	JMF-2002-2-0010A	JMF-2002-2-0011A	JMF-2002-2-0012A	JMF-2002-2-0013A	JMF-2002-2-0014A	JMF-2002-2-0015A	JMF-2002-2-0016A	JMF-2002-2-0017A	JMF-2002-2-0018A	JMF-2002-2-0018B	JMF-2002-2-0019A	JMF-2002-2-0020A	JMF-2002-2-0021A	JMF-2002-2-0021B	JMF-2002-2-0022A	JMF-2002-2-0022B	JMF-2002-2-0023A	JMF-2002-2-0024A	JMF-2002-2-0025A	JMF-2002-2-0026A	JMF-2002-2-0027A	JMF-2002-2-0028A	JMF-2002-2-0029A	JMF-2002-2-0030A	JMF-2002-2-0031A
ASV_6q8_w6e	2	10	0	1	0	0	0	0	0	5	10	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	2	3	0	0	0
ASV_6sb_h4l	9	11	0	1	7	2	0	4	1	8	8	4	0	0	0	3	4	0	0	0	7	0	0	0	0	1	0	0	0	1	1	2	0	0
ASV_6uo_96g	0	0	14	12	0	2	0	0	65	0	177	0	60	0	10	15	0	5	0	0	0	0	0	0	0	0	0	0	9	0	6	0	2	0
ASV_6uu_h6w	3	0	0	0	1	0	0	3	0	3	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_6xp_gyh	5	5	5	4	1	0	1	1	0	9	9	7	2	8	9	6	13	3	15	3	6	1	11	0	4	17	12	3	12	15	15	8	10	0
ASV_71d_o4i	1	3	0	1	2	0	0	0	0	0	7	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	2	11	0	4	0	0	0	0
ASV_71w_7js	48	41	1	4	8	10	4	12	2	12	18	14	22	23	7	32	163	59	17	8	13	23	45	2	1	7	9	55	169	365	267	122	319	0
ASV_75m_y3h	0	7	0	0	1	0	4	0	0	2	2	2	1	16	7	9	0	5	0	2	11	0	0	1	0	16	6	3	1	4	11	0	13	0
ASV_77p_nql	0	0	6	0	0	0	0	0	4	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_77t_yiy	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_7f9_b76	0	2	0	0	0	0	4	0	0	3	0	0	0	3	2	2	0	4	0	0	0	0	0	0	0	1	0	3	1	0	1	0	0	0
ASV_7fi_dks	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_7gd_eku	0	0	0	3	1	2	0	4	0	0	1	1	1	2	0	0	1	0	0	4	5	0	0	1	0	0	3	1	0	5	2	0	8	0
ASV_7iu_7js	0	0	1	0	0	0	0	0	7	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_7j9_zrs	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_7jp_wj4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_7k6_ilx	0	6	6	0	0	3	0	2	1	1	1	0	2	0	4	0	6	1	0	2	0	0	0	1	0	1	5	16	3	1	10	0	0	0
ASV_7o5_196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ASV_7pd_rms	0	2	1	4	2	0	1	0	1	2	5	4	1	4	17	6	2	0	0	4	10	0	0	0	0	2	9	1	3	4	6	0	2	0
ASV_7r2_9fi	0	1	0	1	0	1	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_7rs_60w	0	0	12	0	0	0	0	0	27	0	0	1	55	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	12	0	0	0
ASV_7s2_02y	1	4	0	0	0	1	0	1	0	0	3	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_7tn_dm9	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	3	0	0	0
ASV_7tw_27m	0	6	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0
ASV_7vv_1oz	0	0	0	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_7w5_37v	0	0	24	0	0	0	0	0	16	2	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ASV_7x5_7j5	13	11	8	8	21	5	7	6	3	23	11	20	7	40	17	41	27	0	0	1	4	5	0	1	0	17	8	24	7	37	13	23	4	0
ASV_7zu_6pr	0	1	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	3	0	0	10	12	0	1	0	0
ASV_807_zm3	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	6	0	0	2	1	0	0	0	0	0	0	0	1	2	0	0	0
ASV_809_e3r	0	0	6	0	0	0	0	0	2	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_827_fwu	6	10	2	4	4	7	7	2	2	12	2	5	3	5	0	2	1	0	0	0	3	2	0	0	0	0	8	1	0	3	2	4	9	0
ASV_82a_7pa	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_82o_n6m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	20	1	0	0	0	0	0
ASV_83f_qof	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ASV_852_1dg	3	0	0	0	2	0	0	0	0	0	0	1	0	0	4	0	5	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0
ASV_85g_s4h	4	5	3	0	2	0	2	1	1	4	3	0	4	2	1	0	2	1	0	0	2	0	0	1	0	0	1	6	21	4	7	11	27	0
ASV_87i_xpm	3	1	0	5	0	0	0	5	3	2	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	8	0	0	0	0
ASV_87o_43j	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
ASV_88j_7m0	1	2	0	1	0	0	0	1	0	0	3	1	0	1	0	2	5	1	0	1	0	0	0	0	0	0	6	3	0	0	1	0	0	0
ASV_8a8_up0	0	5	2	1	0	0	0	0	0	0	0	3	0	0	5	0	1	6	0	0	0	0	0	0	0	0	0	0	0	9	1	4	0	0
ASV_8c0_yt8	0	4	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_8cb_83s	0	0	46	0	0	3	7	0	120	0	0	0	131	0	0	0	0	10	0	0	0	0	0	0	0	0	29	0	3	0	1	1	0	0
ASV_8co_v7h	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	1	0	0
ASV_8es_xna	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	8	0	2	0	1	9	0
ASV_8fj_zhz	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
ASV_8g8_d76	19	78	12	9	26	13	100	11	0	56	81	20	61	35	69	55	88	56	40	13	51	18	12	7	6	53	45	89	197	195	273	155	210	0
ASV_8hk_oij	1	20	1	1	14	0	4	7	0	2	16	15	10	1	0	4	1	0	0	1	6	4	0	1	0	9	9	6	10	8	11	12	7	0
ASV_8hz_tbq	0	0	0	1	0	7	0	0	1	0	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_8ia_3fy	2	9	3	13	0	34	14	27	63	6	9	17	10	11	13	80	0	0	0	0	0	0	0	0	0	0	2	7	10	12	0	1	23	0
ASV_8id_olv	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	1	4	3	1	2	0
ASV_8ie_ay2	0	0	0	1	0	4	3	0	3	0	16	9	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	1	0
ASV_8j9_igg	0	0	3	0	0	0	0	0	12	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_8js_cv2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_8k3_44a	0	0	0	1	0	0	1	2	0	0	1	1	0	0	2	1	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	1	0
ASV_8kt_alx	2	1	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ASV_8lq_fz1	0	1	0	0	2	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_8ls_h0g	3	6	0	4	2	2	2	0	0	5	4	3	5	13	2	29	15	7	0	2	20	9	0	0	0	14	16	27	18	6	12	10	7	0
ASV_8mb_lk9	1	7	0	2	6	5	9	9	0	4	4	3	0	7	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ASV_8o4_lvz	0	0	1	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0
ASV_8o6_q70	0	0	1	0	0	0	0	0	0	3	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0
ASV_8p9_z5r	4	0	0	0	2	2	0	0	0	3	5	0	0	0	3	0	10	0	0	0	1	1	0	0	0	1	3	4	12	1	0	3	5	0
ASV_8qk_bt8	19	28	11	14	36	10	31	38	5	41	45	29	8	9	6	14	5	0	0	1	4	1	0	0	0	22	14	0	7	11	10	25	16	0
ASV_8r1_2ja	2	1	0	4	3	0	4	0	0	2	2	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_8rk_3zl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0
ASV_8vb_84j	0	0	5	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_8y2_v90	0	5	0	1	0	0	0	12	0	3	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_8z1_3tt	0	0	69	0	0	0	0	0	84	0	0	0	126	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
ASV_90m_67j	0	2	0	1	0	0	0	0	0	0	1	4	2	0	0	1	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0
ASV_94h_gax	0	0	8	0	0	0	0	0	7	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_95q_ocy	0	0	4	0	1	8	0	2	0	17	7	4	0	3	2	0	5	1	0	2	0	0	0	0	0	2	6	8	8	7	9	3	2	0
ASV_95w_ymi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
ASV_96u_n2u	0	0	2	0	0	0	0	0	2	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_97p_jtw	0	0	1	0	0	0	1	0	63	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_9e4_m9f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0
ASV_9ec_9n4	10	2	0	0	2	1	3	0	0	0	2	3	3	4	0	469	9	7	3	3	1	1	12	0	3	0	9	1	5	12	14	3	2	0
ASV_9ez_5kk	0	0	2	0	0	0	0	0	3	0	0	0	182	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
ASV_9i4_15j	9	1	0	1	0	0	2	0	0	0	0	0	0	2	0	1	20	11	0	0	1	5	0	0	0	3	1	2	14	72	27	15	42	0
ASV_9ji_rzu	1	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	4	8	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ASV_9kk_1iy	7	13	64	0	0	0	0	5	5	14	0	6	0	0	0	8	36	32	0	0	0	0	0	0	0	1	0	0	17	0	5	6	30	0
ASV_9l0_bza	0	0	0	0	0	0	1	1	0	1	1	0	4	0	4	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0
ASV_9my_rsr	4	0	0	0	11	6	6	4	1	20	10	11	4	0	0	4	24	4	0	0	2	6	0	0	0	2	1	15	19	15	17	8	10	0
ASV_9ny_fmu	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_9ny_xz1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
ASV_9oa_5nq	2	0	1	0	0	0	0	0	0	0	0	1	0	3	0	4	1	1	0	0	4	0	0	0	0	5	1	4	0	2	2	3	2	0
ASV_9ob_ipv	1	0	2	0	1	0	0	0	0	1	0	9	0	2	1	5	2	0	0	0	0	0	0	0	0	0	0	2	2	1	1	1	0	0
ASV_9ok_w40	0	8	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_9pe_i5f	15	7	6	9	15	5	10	13	0	4	4	10	7	19	17	14	11	1	0	2	2	0	0	0	0	6	3	2	10	2	7	2	11	0
ASV_9pp_3ko	0	0	1	0	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_9su_3um	4	1	0	2	1	2	4	5	7	0	1	13	2	2	17	3	19	0	0	0	5	0	0	3	0	1	8	2	7	16	4	2	0	0
ASV_9vj_6iy	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_9wu_oth	0	0	9	0	0	0	0	0	13	0	17	0	13	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_a06_3yw	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	2	0	0
ASV_a0h_ad9	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_a10_cux	7	0	0	0	1	2	3	1	0	4	1	1	0	0	0	747	3	35	26	4	66	0	11	0	2	95	14	56	4	2	5	2	5	0
ASV_a26_kdp	0	46	0	0	11	3	0	0	1	0	6	3	0	33	0	0	3	0	0	0	3	0	0	3	0	0	2	2	1	0	0	1	11	0
ASV_a6g_9c9	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	3	3	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV_a8z_y3c	11	7	4	0	2	2	0	5	0	0	2	8	1	13	0	0	37	15	19	0	5	11	5	1	0	0	2	4	51	131	80	54	73	0
ASV_ab0_1er	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	5	0
ASV_ac0_rfy	18	21	6	8	15	6	7	14	2	37	18	27	3	12	5	15	4	2	0	14	8	0	0	4	0	19	7	33	18	22	13	19	30	0
ASV_ac1_1b5	1	0	208	0	0	3	0	0	1112	0	2	0	1175	0	0	4	2	35	13	0	0	0	0	0	2	2	67	1	15	0	60	4	2	0
ASV_adl_kwt	2	0	2	1	0	1	1	0	4	1	1	1	0	0	0	0	7	0	0	0	0	0	0	0	0	8	2	4	3	7	4	2	1	0
ASV_ag2_mk1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_aif_1ei	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ASV_ak8_g6a	0	0	115	2	0	0	0	0	204	0	2	0	267	0	0	0	0	1	0	0	0	0	0	0	0	0	10	0	0	0	1	0	0	0
ASV_akj_6iq	20	0	0	0	5	2	3	0	0	9	6	0	3	16	1	1	13	4	0	3	0	9	0	0	0	7	1	28	38	24	18	47	8	0
ASV_anu_2fu	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	1	0
ASV_aon_hkn	0	1	0	0	0	0	0	0	18	0	0	0	16	0	0	6	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ASV_aop_jyy	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ASV_arh_kee	833	4576	441	1498	2100	933	5456	1323	81	3810	2194	3672	714	14390	13544	290	441	24	22	5	89	16	28	4	16	72	415	156	41	60	45	76	44	0
ASV_arj_yxi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_arn_xqb	0	0	0	2	0	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_at6_bpn	0	0	33	0	0	0	0	0	59	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ASV_awf_su8	6	3	0	3	2	1	1	1	1	1	1	1	0	4	0	5	0	4	0	0	2	0	0	0	0	1	1	11	5	3	1	7	12	0
ASV_axl_gi2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_ay7_jh3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_ayt_snu	0	0	0	0	0	0	0	0	18	0	0	0	20	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_b18_glt	0	0	12	0	0	0	0	1	4	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0
ASV_b4p_8u8	1	0	0	0	0	1	0	2	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	1	0	0	0	1	1	2	0	0	0	0
ASV_b4r_ypy	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0
ASV_b5d_sff	25	27	22	1	17	5	21	16	4	19	22	19	36	26	18	23	2	0	0	1	17	1	0	4	0	6	36	8	4	21	0	11	8	0
ASV_b6o_ipu	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_bc5_ww5	1	1	0	1	0	0	1	0	2	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_bcn_dmj	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_bdh_gto	13	0	0	0	0	0	0	0	0	6	1	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	8	0	0	0	0
ASV_bf3_435	1	0	0	2	3	0	9	8	0	3	1	0	0	0	2	0	2	0	0	0	0	1	0	0	0	0	0	0	0	2	2	1	0	0
ASV_bg2_v46	0	0	0	3	0	0	0	0	5	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_bm3_q6y	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	7	0
ASV_bn5_gc5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
ASV_bo4_be6	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	2	2	5	0
ASV_bqr_l23	5	2	118	6	1	6	0	4	1749	0	1	1	1022	3	0	19	4	13	0	0	0	0	0	0	0	0	31	0	0	1	51	4	25	0
ASV_br3_2mo	0	2	1	0	6	2	0	8	0	9	4	3	1	0	0	0	4	0	0	0	1	0	0	0	0	0	5	8	1	0	0	1	7	0
ASV_bsn_39g	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_bwb_vo7	0	1	0	2	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
ASV_bz9_s7c	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	1	0	0
ASV_bzr_gsn	0	0	2	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_bzv_v0x	0	0	35	0	0	0	0	0	15	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0
ASV_c07_vnh	147	109	316	79	107	66	70	81	10	111	86	112	67	136	101	195	184	82	19	64	139	83	63	29	51	134	138	209	143	228	163	99	231	0
ASV_c1o_yb1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_c38_x29	0	1	0	0	0	2	2	0	2	0	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV_c5d_n2z	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_c9b_819	31	87	12	15	67	30	17	94	2	94	103	67	66	98	84	59	150	101	59	12	65	39	50	4	31	77	112	109	329	369	426	302	175	0
ASV_ca3_siu	0	7	0	6	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ASV_cbd_tl9	0	0	5	0	0	0	0	0	11	0	0	0	14	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_cev_f3c	0	2	0	2	0	11	6	1	3	0	12	2	6	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0
ASV_cie_sr7	0	0	10	0	0	0	0	0	36	0	0	3	32	0	0	0	0	8	0	0	0	0	0	0	0	0	1	4	0	0	5	0	0	0
ASV_cjg_bel	3	11	1	0	6	0	2	5	2	3	4	2	0	2	7	3	6	1	0	9	1	4	5	4	2	3	15	25	4	7	11	6	5	0
ASV_cme_yc0	51	87	166	34	53	32	28	62	4	89	52	53	40	42	44	79	62	29	0	29	60	28	0	4	0	51	75	89	46	79	86	61	55	0
ASV_cph_zpa	0	0	3	0	0	0	0	0	8	0	1	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_crm_667	3	15	24	4	2	5	1	10	1	1	15	11	4	5	1	2	1	0	0	1	5	0	0	0	0	0	0	6	6	12	3	2	2	0
ASV_cro_jez	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_crv_ucv	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	21	0	0	0	9	0	4	0	0	0	0	0	0	0	0	0
ASV_ct8_y1t	0	0	0	0	0	1	0	0	4	0	15	0	1	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0
ASV_ctp_1u9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_ctq_zdb	3	2	2	1	0	1	0	3	0	4	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_cul_lhv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ASV_cvf_733	5	1	4	4	5	0	1	4	0	7	11	4	0	0	3	8	4	0	0	4	0	0	0	0	0	1	0	14	1	8	2	5	0	0
ASV_cwp_j52	0	2	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_czy_h3j	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ASV_d2f_8ho	100	80	82	70	78	95	82	78	26	101	84	64	23	36	34	111	48	8	7	22	53	20	11	8	6	57	69	66	44	57	95	49	79	0
ASV_d5s_e4t	3	5	2	5	2	2	1	1	2	8	6	13	1	0	0	0	9	0	0	1	2	1	0	0	0	1	0	17	6	7	7	6	27	0
ASV_d7y_yq7	23	2	6	4	11	18	1	10	1	11	13	12	2	24	2	32	19	10	0	10	31	5	0	4	0	8	33	35	12	21	11	20	30	0
ASV_d8l_gce	0	2	2	0	0	0	0	0	1	2	0	7	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_d9p_fyy	4	1	2	1	0	1	0	0	0	1	0	1	0	1	0	2	0	1	0	1	0	0	0	1	0	0	0	0	0	5	0	0	0	0
ASV_dau_uqv	1	1	0	0	1	1	0	4	0	0	2	1	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	6	0	0	0	0	0	0
ASV_dcg_dpn	0	0	84	0	0	1	0	0	888	5	1	5	521	0	0	0	0	10	0	4	0	0	0	0	0	0	22	0	0	0	10	0	8	0
ASV_dhj_rpe	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_dj9_ocs	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	1	0	0
ASV_djz_twf	1	3	1	1	0	0	1	0	1	7	0	0	1	1	1	1	4	1	0	0	3	0	0	0	0	2	8	1	5	2	4	2	4	0
ASV_dnv_z7m	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_dp7_jzk	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	1	7	3	0
